a,person_id,fio,orcid,researcherId,scopusId,openAlexId,alt_fios,cluster_id
19087,1097102,B. Liu,,,,A5012424373,B. Liu,6
19105,1097120,B. Li,,,,A5061343862,B. Li,6
19144,1097159,B. Li,,,,A5059439412,B. Li,6
19160,1097175,B. Liu,,,,A5043199591,B. Liu,6
19181,1097196,B. Liu,,,,A5027259868,B. Liu,6
19202,1097217,B. Liu,,,,A5039812516,B. Liu,6
19237,1097252,B. Li,,,,A5048841022,B. Li,6
19239,1097254,B. Li,,,,A5053071482,B. Li,6
19256,1097271,B. Liu,,,,A5091129469,B. Liu,6
19303,1097318,B. Li,,,,A5078721988,B. Li,6
19306,1097321,B. Liu,,,,A5080891861,B. Liu,6
19439,1097454,B. Liu,,,,A5065434787,B. Liu,6
19451,1097466,B. Li,,,,A5079808232,B. Li,6
19474,1097489,B. Liu,,,,A5011320853,B. Liu,6
19491,1097506,B. Li,,,,A5039104382,B. Li,6
19542,1097576,B. Liu,,,,A5018548608,B. Liu,6
19591,1097625,B. Li,,,,A5086935482,B. Li,6
19601,1097635,B. Liu,,,,A5026627862,B. Liu,6
19659,1097693,B. Li,,,,A5027065139,B. Li,6
19720,1097754,B. Li,,,,A5088442772,B. Li,6
19730,1097764,B. Li,,,,A5010231185,B. Li,6
19766,1097800,B. Li,,,,A5052141056,B. Li,6
19803,1097837,B. Liu,,,,A5085595813,B. Liu,6
19836,1097870,B. Li,,,,A5064107147,B. Li,6
19854,1097888,B. Liu,,,,A5091110575,B. Liu,6
19908,1097942,B. Liu,,,,A5082350102,B. Liu,6
19934,1097968,B. Liu,,,,A5038626099,B. Liu,6
19969,1098003,B. Liu,,,,A5006328367,B. Liu,6
20019,1098053,B. Li,,,,A5088118171,B. Li,6
20058,1098092,B. Li,,,,A5048847637,B. Li,6
20082,1098116,B. Liu,,,,A5082997694,B. Liu,6
20137,1098176,B. Li,,,,A5074653474,B. Li,6
20141,1098180,B. Liu,,,,A5078918372,B. Liu,6
20198,1098237,B. Liu,,,,A5064597698,B. Liu,6
20233,1098272,B. Li,,,,A5012054791,B. Li,6
20240,1098279,B. Li,,,,A5016365943,B. Li,6
20286,1098325,B. Liu,,,,A5079969489,B. Liu,6
20306,1098345,B. Liu,,,,A5015946436,B. Liu,6
20309,1098348,B. Li,,,,A5018763328,B. Li,6
20350,1098389,B. Li,,,,A5063464797,B. Li,6
20374,1098414,B. Li,,,,A5008029527,B. Li,6
20387,1098427,B. Li,,,,A5045184840,B. Li,6
20419,1098458,B. Li,,,,A5037135263,B. Li,6
20438,1098478,B. Liu,,,,A5024093421,B. Liu,6
20440,1098480,B. Li,,,,A5025340490,B. Li,6
20502,1098542,B. Liu,,,,A5027035873,B. Liu,6
20530,1098570,B. Li,,,,A5073361145,B. Li,6
20556,1098596,B. Liu,,,,A5007983069,B. Liu,6
20563,1098603,B. Li,,,,A5015359492,B. Li,6
20569,1098609,B. Li,,,,A5027292625,B. Li,6
20666,1098706,B. Li,,,,A5077621722,B. Li,6
20711,1098751,B. Li,,,,A5074775536,B. Li,6
20752,1098802,B. Li,,,,A5016864155,B. Li,6
20762,1098812,B. Liu,,,,A5036929086,B. Liu,6
20840,1098890,B. Li,,,,A5030000739,B. Li,6
20922,1098972,B. Liu,,,,A5079478092,B. Liu,6
20989,1099042,B. Li,,,,A5051960077,B. Li,6
21000,1099053,B. Liu,,,,A5069341871,B. Liu,6
21055,1099108,B. Li,,,,A5065332720,B. Li,6
21061,1099114,B. Liu,,,,A5073923640,B. Liu,6
21080,1099135,B. Liu,,,,A5023144442,B. Liu,6
21113,1099161,B. Li,,,,A5059009312,B. Li,6
21162,1099217,B. Liu,,,,A5024187739,B. Liu,6
21205,1099260,B. Li,,,,A5085830287,B. Li,6
21207,1099262,B. Li,,,,A5087720112,B. Li,6
21217,1099272,B. Liu,,,,A5006881245,B. Liu,6
21246,1099301,B. Li,,,,A5044721052,B. Li,6
21261,1099316,B. Li,,,,A5062423846,B. Li,6
21296,1099351,B. Liu,,,,A5014643137,B. Liu,6
21317,1099372,B. Li,,,,A5039791663,B. Li,6
21336,1099391,B. Li,,,,A5059865644,B. Li,6
21380,1099452,B. Liu,,,,A5004369740,B. Liu,6
21449,1099521,B. Li,,,,A5070898364,B. Li,6
21461,1099533,B. Li,,,,A5091703353,B. Li,6
21533,1099605,B. Liu,,,,A5025338386,B. Liu,6
21689,1099761,B. Li,,,,A5079279647,B. Li,6
21782,1099854,B. Li,,,,A5030876466,B. Li,6
21906,1099979,B. Liu,,,,A5037678473,B. Liu,6
22003,1100080,B. Li,,,,A5046249978,B. Li,6
22018,1100095,B. Liu,,,,A5053657808,B. Liu,6
22122,1100199,B. Li,,,,A5006693582,B. Li,6
22156,1100233,B. Liu,,,,A5041318903,B. Liu,6
22270,1100347,B. Li,,,,A5018199952,B. Li,6
22330,1100408,B. Li,,,,A5027990364,B. Li,6
22360,1100438,B. Liu,,,,A5084025338,B. Liu,6
22372,1100460,B. Liu,,,,A5030392848,B. Liu,6
22392,1100480,B. Li,,,,A5031143991,B. Li,6
22419,1100507,B. Li,,,,A5000876740,B. Li,6
22446,1100534,B. Li,,,,A5057819403,B. Li,6
22514,1100604,B. Li,,,,A5087215110,B. Li,6
22516,1100606,B. Li,,,,A5002996944,B. Li,6
22688,1100778,B. Li,,,,A5075642306,B. Li,6
22697,1100787,B. Liu,,,,A5088574478,B. Liu,6
22729,1100819,B. Liu,,,,A5015620778,B. Liu,6
22741,1100831,B. Li,,,,A5035390693,B. Li,6
22822,1100914,B. Li,,,,A5059683008,B. Li,6
22840,1100932,B. Liu,,,,A5086771365,B. Liu,6
22867,1100959,B. Liu,,,,A5082293327,B. Liu,6
22886,1100978,B. Li,,,,A5024245385,B. Li,6
22912,1101004,B. Liu,,,,A5081510579,B. Liu,6
22923,1101015,B. Liu,,,,A5012504581,B. Liu,6
22942,1101034,B. Li,,,,A5035842808,B. Li,6
22975,1101067,B. Liu,,,,A5003505178,B. Liu,6
23052,1101144,B. Li,,,,A5031626535,B. Li,6
23065,1101157,B. Li,,,,A5060701493,B. Li,6
23191,1101283,B. Li,,,,A5027287297,B. Li,6
23260,1101352,B. Liu,,,,A5048055132,B. Liu,6
23301,1101393,B. Li,,,,A5033924826,B. Li,6
23327,1101419,B. Liu,,,,A5063240670,B. Liu,6
23343,1101435,B. Liu,,,,A5007669065,B. Liu,6
23355,1101447,B. Li,,,,A5042187538,B. Li,6
23385,1101480,B. Li,,,,A5049773024,B. Li,6
23432,1101533,B. Liu,,,,A5047756342,B. Liu,6
23436,1101537,B. Li,,,,A5054886228,B. Li,6
23475,1101576,B. Li,,,,A5022948903,B. Li,6
23493,1101594,B. Liu,,,,A5050109188,B. Liu,6
23525,1101628,B. Liu,,,,A5015582209,B. Liu,6
23561,1101664,B. Li,,,,A5077429850,B. Li,6
23609,1101712,B. Liu,,,,A5064285381,B. Liu,6
23639,1101742,B. Li,,,,A5037332268,B. Li,6
23668,1101771,B. Liu,,,,A5034934440,B. Liu,6
23704,1101807,B. Li,,,,A5091867246,B. Li,6
23706,1101809,B. Liu,,,,A5028441696,B. Liu,6
23810,1101913,B. Li,,,,A5027743818,B. Li,6
23813,1101916,B. Liu,,,,A5033759422,B. Liu,6
23857,1101960,B. Liu,,,,A5014731303,B. Liu,6
23866,1101969,B. Li,,,,A5025776557,B. Li,6
23934,1102040,B. Li,,,,A5040483123,B. Li,6
23957,1102063,B. Liu,,,,A5078173945,B. Liu,6
23958,1102064,B. Li,,,,A5080065963,B. Li,6
23969,1102075,B. Li,,,,A5060935185,B. Li,6
24025,1102131,B. Li,,,,A5060302695,B. Li,6
24032,1102138,B. Li,,,,A5066497181,B. Li,6
24044,1102150,B. Liu,,,,A5077995644,B. Liu,6
24079,1102185,B. Li,,,,A5049769775,B. Li,6
24109,1102215,B. Liu,,,,A5006284034,B. Liu,6
24124,1102230,B. Li,,,,A5014388557,B. Li,6
24182,1102289,B. Liu,,,,A5011322861,B. Liu,6
24232,1102339,B. Li,,,,A5069047905,B. Li,6
24298,1102405,B. Liu,,,,A5042519546,B. Liu,6
24307,1102414,B. Li,,,,A5055988244,B. Li,6
24360,1102467,B. Liu,,,,A5090263574,B. Liu,6
24411,1102523,B. Li,,,,A5088943140,B. Li,6
24420,1102532,B. Liu,,,,A5065476341,B. Liu,6
24424,1102536,B. Li,,,,A5089875062,B. Li,6
24437,1102566,B. Li,,,,A5005914437,B. Li,6
24454,1102583,B. Liu,,,,A5011174350,B. Liu,6
24476,1102605,B. Li,,,,A5053174765,B. Li,6
24511,1102640,B. Liu,,,,A5089046518,B. Liu,6
24517,1102646,B. Li,,,,A5017485186,B. Li,6
24611,1102758,B. Li,,,,A5006768709,B. Li,6
24628,1102776,B. Li,,,,A5027202112,B. Li,6
24636,1102784,B. Li,,,,A5027248808,B. Li,6
24670,1102817,B. Li,,,,A5028919521,B. Li,6
24699,1102847,B. Li,,,,A5021839367,B. Li,6
24737,1102885,B. Liu,,,,A5015649193,B. Liu,6
24756,1102904,B. Li,,,,A5052905127,B. Li,6
24825,1102973,B. Li,,,,A5081411514,B. Li,6
24840,1102988,B. Li,,,,A5027016847,B. Li,6
24899,1103047,B. Li,,,,A5076721528,B. Li,6
24935,1103083,B. Li,,,,A5048302473,B. Li,6
24937,1103085,B. Liu,,,,A5055134593,B. Liu,6
24998,1103146,B. Liu,,,,A5070833351,B. Liu,6
25008,1103156,B. Li,,,,A5090328998,B. Li,6
25023,1103172,B. Li,,,,A5052783863,B. Li,6
25048,1103197,B. Liu,,,,A5039995710,B. Liu,6
25066,1103215,B. Li,,,,A5064983763,B. Li,6
25085,1103234,B. Liu,,,,A5005228706,B. Liu,6
25128,1103307,B. Li,,,,A5046281489,B. Li,6
25149,1103328,B. Li,,,,A5004322595,B. Li,6
25159,1103338,B. Li,,,,A5016894564,B. Li,6
25199,1103378,B. Liu,,,,A5056131553,B. Liu,6
25285,1103464,B. Liu,,,,A5088961765,B. Liu,6
25300,1103479,B. Liu,,,,A5071828632,B. Liu,6
25359,1103538,B. Liu,,,,A5080217128,B. Liu,6
25360,1103539,B. Li,,,,A5081746194,B. Li,6
25409,1103588,B. Liu,,,,A5074475115,B. Liu,6
25415,1103594,B. Li,,,,A5081282041,B. Li,6
25435,1103614,B. Li,,,,A5015710471,B. Li,6
25463,1103642,B. Li,,,,A5063585381,B. Li,6
25473,1103652,B. Liu,,,,A5083804453,B. Liu,6
25490,1103669,B. Liu,,,,A5022840091,B. Liu,6
25509,1103688,B. Li,,,,A5054264125,B. Li,6
25554,1103733,B. Liu,,,,A5020821870,B. Liu,6
25597,1103776,B. Li,,,,A5089373731,B. Li,6
25610,1103789,B. Liu,,,,A5048174194,B. Liu,6
25631,1103810,B. Li,,,,A5062090881,B. Li,6
25691,1103870,B. Li,,,,A5051677329,B. Li,6
25719,1103898,B. Liu,,,,A5002076451,B. Liu,6
25780,1103959,B. Li,,,,A5057209355,B. Li,6
25805,1103984,B. Li,,,,A5006300172,B. Li,6
25853,1104032,B. Liu,,,,A5072202844,B. Liu,6
25856,1104035,B. Li,,,,A5073437758,B. Li,6
25880,1104059,B. Li,,,,A5018446941,B. Li,6
25905,1104084,B. Liu,,,,A5062902217,B. Liu,6
25938,1104117,B. Li,,,,A5079391642,B. Li,6
25943,1104122,B. Li,,,,A5011681660,B. Li,6
26019,1104198,B. Liu,,,,A5009168486,B. Liu,6
26056,1104235,B. Li,,,,A5067702647,B. Li,6
26074,1104253,B. Li,,,,A5005283618,B. Li,6
26132,1104311,B. Liu,,,,A5070594818,B. Liu,6
26145,1104324,B. Li,,,,A5039813066,B. Li,6
26185,1104364,B. Li,,,,A5055787269,B. Li,6
26202,1104381,B. Liu,,,,A5089481167,B. Liu,6
26223,1104402,B. Liu,,,,A5029846457,B. Liu,6
26265,1104445,B. Li,,,,A5005393848,B. Li,6
26325,1104510,B. Liu,,,,A5042175396,B. Liu,6
26326,1104511,B. Li,,,,A5043986051,B. Li,6
26396,1104581,B. Liu,,,,A5018663944,B. Liu,6
26411,1104596,B. Liu,,,,A5086642648,B. Liu,6
26455,1104640,B. Li,,,,A5064716113,B. Li,6
26468,1104653,B. Li,,,,A5016615869,B. Li,6
26472,1104657,B. Liu,,,,A5019395783,B. Liu,6
26524,1104715,B. Liu,,,,A5003301013,B. Liu,6
26533,1104724,B. Li,,,,A5020397306,B. Li,6
26581,1104772,B. Li,,,,A5027201140,B. Li,6
26620,1104805,B. Liu,,,,A5090200321,B. Liu,6
26629,1104820,B. Liu,,,,A5026968677,B. Liu,6
26635,1104826,B. Li,,,,A5034819869,B. Li,6
26704,1104895,B. Li,,,,A5077165436,B. Li,6
26713,1104909,B. Li,,,,A5006610326,B. Li,6
26811,1105007,B. Li,,,,A5046874219,B. Li,6
26817,1105013,B. Li,,,,A5059063352,B. Li,6
26842,1105038,B. Liu,,,,A5014730517,B. Liu,6
26879,1105075,B. Li,,,,A5079450171,B. Li,6
26884,1105080,B. Li,,,,A5089796525,B. Li,6
26920,1105116,B. Liu,,,,A5052210784,B. Liu,6
26940,1105136,B. Li,,,,A5085558459,B. Li,6
26946,1105142,B. Liu,,,,A5003155013,B. Liu,6
26986,1105182,B. Li,,,,A5083641019,B. Li,6
27041,1105237,B. Li,,,,A5003168244,B. Li,6
27047,1105243,B. Liu,,,,A5011346873,B. Liu,6
27093,1105289,B. Li,,,,A5003066945,B. Li,6
27277,1105473,B. Liu,,,,A5090796879,B. Liu,6
27282,1105478,B. Liu,,,,A5003057481,B. Liu,6
27283,1105479,B. Li,,,,A5003317769,B. Li,6
27286,1105482,B. Li,,,,A5004998860,B. Li,6
27368,1105564,B. Li,,,,A5028053304,B. Li,6
27380,1105576,B. Liu,,,,A5045632921,B. Liu,6
27444,1105640,B. Liu,,,,A5019167285,B. Liu,6
27486,1105682,B. Liu,,,,A5071406328,B. Liu,6
27489,1105685,B. Li,,,,A5073931572,B. Li,6
27500,1105696,B. Li,,,,A5000581812,B. Li,6
27578,1105774,B. Li,,,,A5030368601,B. Li,6
27608,1105804,B. Liu,,,,A5086095223,B. Liu,6
27631,1105827,B. Liu,,,,A5050467054,B. Liu,6
27671,1105867,B. Liu,,,,A5066401322,B. Liu,6
27681,1105877,B. Li,,,,A5080618170,B. Li,6
27695,1105891,B. Li,,,,A5007615783,B. Li,6
27701,1105897,B. Li,,,,A5012210093,B. Li,6
27802,1105998,B. Li,,,,A5059458161,B. Li,6
27894,1106090,B. Liu,,,,A5048613710,B. Liu,6
27916,1106112,B. Li,,,,A5088711650,B. Li,6
27920,1106116,B. Liu,,,,A5004165980,B. Liu,6
27950,1106146,B. Li,,,,A5042080911,B. Li,6
28092,1106288,B. Li,,,,A5050398876,B. Li,6
28142,1106338,B. Li,,,,A5044385140,B. Li,6
28208,1106404,B. Liu,,,,A5008181818,B. Liu,6
28233,1106429,B. Li,,,,A5083541482,B. Li,6
28320,1106516,B. Liu,,,,A5004460021,B. Liu,6
28343,1106539,B. Li,,,,A5048613810,B. Li,6
28403,1106599,B. Li,,,,A5086639155,B. Li,6
28440,1106636,B. Li,,,,A5081772570,B. Li,6
28480,1106676,B. Li,,,,A5085197066,B. Li,6
28510,1106706,B. Liu,,,,A5044700678,B. Liu,6
28518,1106714,B. Li,,,,A5047854262,B. Li,6
28581,1106777,B. Li,,,,A5040066944,B. Li,6
28697,1106893,B. Li,,,,A5004463051,B. Li,6
28822,1107018,B. Li,,,,A5060442370,B. Li,6
28878,1107074,B. Liu,,,,A5082563655,B. Liu,6
28970,1107171,B. Li,,,,A5084127652,B. Li,6
29000,1107201,B. Li,,,,A5008527070,B. Li,6
29038,1107239,B. Li,,,,A5086096675,B. Li,6
29065,1107266,B. Li,0000-0002-7004-3802,,,A5023139708,B. Li; Baochan Li; Boyang Li; Boyao Li,6
29115,1107316,B. Liu,0000-0003-2823-9307,,,A5058872318,B. Liu; Bangfu Liu; Bei Liu; Bo Liu,6
29174,1107375,B. Li,,,,A5004128167,B. Li,6
29222,1107423,B. Liu,,,,A5025948289,B. Liu,6
29254,1107455,B. Liu,,,,A5038361249,B. Liu,6
29258,1107459,B. Li,,,,A5043283981,B. Li,6
29284,1107485,B. Liu,,,,A5009586885,B. Liu,6
29317,1107524,B. Li,,,,A5080469003,B. Li,6
29328,1107535,B. Liu,,,,A5010971248,B. Liu,6
29346,1107553,B. Li,,,,A5047380691,B. Li,6
29412,1107619,B. Liu,,,,A5061651309,B. Liu,6
29414,1107621,B. Li,,,,A5062033830,B. Li,6
29442,1107649,B. Li,,,,A5005288796,B. Li,6
29476,1107683,B. Liu,,,,A5072062434,B. Liu,6
29559,1107766,B. Liu,,,,A5047807551,B. Liu,6
29560,1107767,B. Li,,,,A5048477359,B. Li,6
29655,1107862,B. Liu,,,,A5036003194,B. Liu,6
29694,1107901,B. Li,,,,A5091423502,B. Li,6
29702,1107909,B. Liu,,,,A5004262791,B. Liu,6
29708,1107915,B. Li,,,,A5016217640,B. Li,6
29759,1107966,B. Liu,,,,A5018729290,B. Liu,6
29809,1108016,B. Li,,,,A5083110971,B. Li,6
29816,1108023,B. Li,,,,A5088099657,B. Li,6
29836,1108043,B. Liu,,,,A5024780272,B. Liu,6
29858,1108065,B. Li,,,,A5065203389,B. Li,6
29927,1108134,B. Li,,,,A5011656087,B. Li,6
29987,1108194,B. Liu,,,,A5040339408,B. Liu,6
30002,1108209,B. Li,,,,A5067739985,B. Li,6
30026,1108233,B. Li,,,,A5033093544,B. Li,6
30042,1108250,B. Li,,,,A5023010848,B. Li,6
30044,1108252,B. Liu,,,,A5025897036,B. Liu,6
30094,1108302,B. Li,,,,A5004225273,B. Li,6
30122,1108330,B. Li,,,,A5036239156,B. Li,6
30148,1108354,B. Liu,,,,A5077604542,B. Liu,6
30189,1108397,B. Liu,,,,A5071599198,B. Liu,6
30190,1108398,B. Li,,,,A5073912359,B. Li,6
30194,1108402,B. Li,,,,A5080723480,B. Li,6
30229,1108437,B. Li,,,,A5046239375,B. Li,6
30244,1108452,B. Liu,,,,A5065998960,B. Liu,6
30276,1108484,B. Liu,,,,A5027154470,B. Liu,6
30279,1108487,B. Li,,,,A5032312534,B. Li,6
30350,1108558,B. Li,,,,A5059501985,B. Li,6
30357,1108565,B. Li,,,,A5067338642,B. Li,6
30376,1108584,B. Liu,,,,A5087432086,B. Liu,6
30405,1108615,B. Li,,,,A5063000016,B. Li,6
30435,1108645,B. Liu,,,,A5021853537,B. Liu,6
30436,1108646,B. Li,,,,A5023013121,B. Li,6
30526,1108736,B. Liu,,,,A5083317040,B. Liu,6
30547,1108757,B. Li,,,,A5014934179,B. Li,6
30655,1108865,B. Liu,,,,A5007011002,B. Liu,6
30679,1108889,B. Li,,,,A5033038355,B. Li,6
30725,1108935,B. Liu,,,,A5002535726,B. Liu,6
30742,1108952,B. Li,,,,A5030710791,B. Li,6
30870,1109080,B. Liu,,,,A5066858110,B. Liu,6
30874,1109084,B. Li,,,,A5068645521,B. Li,6
30905,1109115,B. Liu,,,,A5028493682,B. Liu,6
30920,1109130,B. Li,,,,A5065334013,B. Li,6
31002,1109216,B. Li,,,,A5003357742,B. Li,6
31004,1109218,B. Li,,,,A5003963994,B. Li,6
31040,1109254,B. Liu,,,,A5055175937,B. Liu,6
31070,1109305,B. Li,,,,A5027222822,B. Li,6
31074,1109309,B. Liu,,,,A5049571402,B. Liu,6
31142,1109381,B. Li,,,,A5078445045,B. Li,6
31201,1109440,B. Liu,,,,A5026453041,B. Liu,6
31214,1109453,B. Li,,,,A5003840054,B. Li,6
31293,1109537,B. Li,,,,A5000983722,B. Li,6
31320,1109564,B. Li,,,,A5033888242,B. Li,6
31351,1109595,B. Liu,,,,A5071993086,B. Liu,6
31405,1109656,B. Li,,,,A5060388505,B. Li,6
31417,1109668,B. Liu,,,,A5089650286,B. Liu,6
31452,1109703,B. Liu,,,,A5025311019,B. Liu,6
31471,1109722,B. Li,,,,A5058788791,B. Li,6
31504,1109786,B. Li,,,,A5033360700,B. Li,6
31523,1109805,B. Liu,,,,A5057174856,B. Liu,6
31535,1109817,B. Li,,,,A5078858060,B. Li,6
31549,1109831,B. Liu,,,,A5005988556,B. Liu,6
31571,1109853,B. Li,,,,A5042363931,B. Li,6
31635,1109917,B. Liu,,,,A5042392079,B. Liu,6
31653,1109935,B. Li,,,,A5067038393,B. Li,6
31662,1109944,B. Li,,,,A5091009541,B. Li,6
31670,1109952,B. Li,,,,A5054206023,B. Li,6
31675,1109957,B. Li,,,,A5017454525,B. Li,6
31706,1109988,B. Li,,,,A5051317123,B. Li,6
31726,1110008,B. Li,,,,A5036658630,B. Li,6
31762,1110044,B. Li,,,,A5051770896,B. Li,6
31795,1110079,B. Liu,,,,A5042837599,B. Liu,6
31809,1110093,B. Li,,,,A5000870262,B. Li,6
31822,1110106,B. Liu,,,,A5014862279,B. Liu,6
31823,1110107,B. Li,,,,A5014950852,B. Li,6
31831,1110115,B. Li,,,,A5021284985,B. Li,6
31910,1110194,B. Liu,,,,A5055276844,B. Liu,6
31911,1110195,B. Li,,,,A5057339332,B. Li,6
31945,1110229,B. Liu,,,,A5016432257,B. Liu,6
32017,1110301,B. Li,,,,A5086544107,B. Li,6
32050,1110334,B. Liu,,,,A5063315601,B. Liu,6
32058,1110342,B. Li,,,,A5076094910,B. Li,6
32073,1110357,B. Liu,,,,A5055865099,B. Liu,6
32599,1110883,B Li,,,,A5080011019,B Li,6
32600,1110884,B Li,,,,A5082148769,B Li,6
32612,1110896,B. Li,,,,A5049483246,B. Li,6
32644,1110930,B. Li,,,,A5086278179,B. Li,6
32671,1110985,B. Liu,,,,A5024814473,B. Liu,6
32700,1111014,B. Li,,,,A5089666500,B. Li,6
32740,1111059,B. Li,,,,A5049509119,B. Li,6
32746,1111065,B. Liu,,,,A5052818407,B. Liu,6
32748,1111067,B. Li,,,,A5055711285,B. Li,6
32781,1111100,B. Liu,,,,A5019608785,B. Liu,6
32861,1111178,B. Liu,,,,A5019453859,B. Liu,6
32868,1111187,B. Li,,,,A5052600363,B. Li,6
32927,1111246,B. Li,,,,A5023088348,B. Li,6
32930,1111249,B. Li,,,,A5026200766,B. Li,6
32933,1111252,B. Liu,,,,A5032715014,B. Liu,6
33001,1111320,B. Liu,,,,A5022563276,B. Liu,6
33014,1111333,B. Li,,,,A5041251043,B. Li,6
33066,1111385,B. Liu,,,,A5033835325,B. Liu,6
33078,1111397,B. Li,,,,A5073804424,B. Li,6
33099,1111418,B. Li,,,,A5006182744,B. Li,6
33124,1111443,B. Liu,,,,A5041697453,B. Liu,6
33127,1111446,B. Li,,,,A5046315854,B. Li,6
33165,1111484,B. Li,,,,A5015149622,B. Li,6
33186,1111505,B. Liu,,,,A5053186806,B. Liu,6
33231,1111550,B. Liu,,,,A5051835370,B. Liu,6
33245,1111564,B. Li,,,,A5005386372,B. Li,6
33247,1111566,B. Li,,,,A5007301535,B. Li,6
33312,1111631,B. Li,,,,A5037954762,B. Li,6
33323,1111642,B. Li,,,,A5058962607,B. Li,6
33358,1111677,B. Liu,,,,A5019171564,B. Liu,6
33371,1111690,B. Li,,,,A5037401137,B. Li,6
33405,1111724,B. Li,,,,A5074257944,B. Li,6
33458,1111777,B. Liu,,,,A5044761220,B. Liu,6
33465,1111784,B. Li,,,,A5053983602,B. Li,6
33473,1111792,B. Li,,,,A5070070511,B. Li,6
33540,1111859,B. Liu,,,,A5023229089,B. Liu,6
33630,1111949,B. Li,,,,A5010726481,B. Li,6
33663,1111982,B. Liu,,,,A5069385956,B. Liu,6
33703,1112022,B. Li,,,,A5060734718,B. Li,6
33708,1112027,B. Li,,,,A5067953083,B. Li,6
33709,1112028,B. Liu,,,,A5071173961,B. Liu,6
33729,1112050,B. Li,,,,A5027927221,B. Li,6
33730,1112051,B. Li,,,,A5028844391,B. Li,6
33756,1112077,B. Liu,,,,A5023711698,B. Liu,6
33826,1112147,B. Liu,,,,A5051577490,B. Liu,6
33867,1112188,B. Li,,,,A5065904024,B. Li,6
33880,1112198,B. Li,,,,A5089880212,B. Li,6
33891,1112212,B. Liu,,,,A5024827807,B. Liu,6
33900,1112223,B. Liu,,,,A5011762823,B. Liu,6
33949,1112313,B. Li,,,,A5069558114,B. Li,6
33977,1112347,B. Liu,,,,A5016133016,B. Liu,6
33985,1112355,B. Li,,,,A5030407758,B. Li,6
34003,1112373,B. Li,,,,A5055867399,B. Li,6
34029,1112399,B. Liu,,,,A5035771237,B. Liu,6
34083,1112457,B. Liu,,,,A5043325564,B. Liu,6
34111,1112485,B. Liu,,,,A5026405308,B. Liu,6
34151,1112525,B. Li,,,,A5086783443,B. Li,6
34163,1112537,B. Li,,,,A5009262810,B. Li,6
34212,1112586,B. Liu,,,,A5082945478,B. Liu,6
34281,1112655,B. Li,,,,A5088024593,B. Li,6
34284,1112658,B. Li,,,,A5021373385,B. Li,6
34314,1112688,B. Liu,,,,A5043224309,B. Liu,6
34367,1112742,B. Li,,,,A5060765711,B. Li,6
34384,1112759,B. Liu,,,,A5010901252,B. Liu,6
34402,1112777,B. Li,,,,A5037472506,B. Li,6
34564,1113401,B. Li,,,,A5029073595,B. Li,6
34595,1113432,B. Liu,,,,A5083504383,B. Liu,6
34730,1113567,B. Liu,,,,A5023499103,B. Liu,6
34798,1113635,B. Liu,,,,A5053074045,B. Liu,6
34825,1113662,B. Li,,,,A5016907304,B. Li,6
34830,1113667,B. Liu,,,,A5020694410,B. Liu,6
34862,1113699,B. Li,,,,A5062242963,B. Li,6
34958,1113857,B. Li,,,,A5023373223,B. Li,6
34960,1113859,B. Liu,,,,A5026049700,B. Liu,6
34994,1113893,B. Liu,,,,A5040983629,B. Liu,6
35024,1113923,B. Li,,,,A5081668978,B. Li,6
35038,1113987,B. Li,,,,A5023213891,B. Li,6
35051,1114000,B. Li,,,,A5038919227,B. Li,6
35101,1114087,B. Li,,,,A5046222546,B. Li,6
35128,1114114,B. Liu,,,,A5090350484,B. Liu,6
35184,1114177,B. Li,,,,A5080343505,B. Li,6
35189,1114182,B. Li,,,,A5019467771,B. Li,6
35325,1109372,B. Liu,,,,A5070185259,B. Liu,6
43913,1027962,B Liu,,,,A5034698534,B Liu,6
44764,1029499,B Liu,,,,A5030786559,B Liu,6
45139,1029874,B Liu,,,,A5021071813,B Liu,6
45368,1030103,B Liu,,,,A5031843510,B Liu,6
50213,1042403,B. Liu,,,,A5048351710,B. Liu,6
5301,1081445,B. Lund‐Jensen,0000-0003-3867-0336,,,A5072437032,B. Lundjensen; B. Lund‐Jensen; Bengt Lund‐Jensen,7
12762,1090127,B. Lund Jensen,,,,A5085372985,B. Lund Jensen; Bengt Jensen,7
5524,1081667,B. Liberti,0000-0002-6011-2851,,,A5080730871,B. Liberti; Barbara Liberti,8
14822,1092315,B. Libertia,,,,A5067317313,B. Libertia,8
5861,1082005,B. Lee,,,,A5002238169,B. Lee; Beomhui Lee; Byongiun Lee,9
7778,1084874,B. Le,,,,A5068904388,B. Le; B. T. Le; Bao Le; Bao Tran Le,9
8190,1085286,B. Le,0009-0002-6713-4903,,,A5034230900,B. Le; B. T. Le; Bach Son Le; Bang‐Giang Le; Brandon M Lê; Brian Le,9
9649,1086745,B Le,,,,A5022848170,B. Le; BT Le,9
38527,1022414,B Lee,,,,A5037822221,B Lee,9
40062,1023950,B Lee,,,,A5024265849,B Lee,9
40646,1024534,B Lee,,,,A5029111908,B Lee,9
41892,1025931,B Lee,,,,A5081763320,B Lee,9
45137,1029872,B Lee,,,,A5020257990,B Lee,9
6563,1082707,B. L. Clark,,,,A5075223560,B. L. Clark; B. Clark; Brian Clark; Brian Lee Clark,10
10202,1087298,B. L. Clark,,,,A5034915820,B. L. Clark,10
6693,1082837,B. Lopez Paredes,,,,A5088109527,B. Lopez Paredes; Brais Lopez Paredes,11
