a,person_id,fio,orcid,researcherId,scopusId,openAlexId,alt_fios,cluster_id
10902,1088132,B. López Paredes,,,,A5016334675,B. Lopez Paredes; B. López Paredes; B. Paredes; B.L. Paredes,11
11523,1088755,B. LopezParedes,,,,A5010630156,B. LopezParedes,11
8064,1085160,B. L. Stamas,,,,A5021195537,B. L. Stamas; Brianna Lynn Stamas; Brianna Stamas,12
12189,1089554,B. L. Stamas,,,,A5046496382,B. L. Stamas,12
11235,1088465,B. L Liu,,,,A5044267164,B. L Liu,13
15597,1093113,B. L. Liu,,,,A5021778795,B. L. Liu; Bofan Liu,13
17116,1095115,B. L Liu,,,,A5081879361,B. L Liu,13
17183,1095182,B. L. Liu,,,,A5087817841,B. L. Liu,13
17299,1095298,B. L Liu,,,,A5055210692,B. L Liu,13
17346,1095345,B. L. Liu,,,,A5011196808,B. L. Liu,13
17690,1095694,B. L Liu,,,,A5070725495,B. L Liu,13
17751,1095755,B. L. Liu,,,,A5055604299,B. L. Liu,13
17809,1095813,B. L Liu,,,,A5020937938,B. L Liu,13
18361,1096369,B. L Liu,,,,A5085056065,B. L Liu,13
18893,1096904,B. L Liu,,,,A5052499165,B. L Liu,13
19390,1097405,B. L Liu,,,,A5029672628,B. L Liu,13
19427,1097442,B. L Liu,,,,A5054155067,B. L Liu,13
19537,1097571,B. L. Liu,,,,A5010451686,B. L. Liu,13
19733,1097767,B. L. Liu,,,,A5014661780,B. L. Liu,13
20129,1098168,B. L Liu,,,,A5061686923,B. L Liu,13
20163,1098202,B. L Liu,,,,A5013767564,B. L Liu,13
20224,1098263,B. L Liu,,,,A5003863119,B. L Liu,13
20367,1098406,B. L. Liu,,,,A5082406446,B. L. Liu,13
21322,1099377,B. L. Liu,,,,A5042331258,B. L. Liu,13
21408,1099480,B. L. Liu,,,,A5029291941,B. L. Liu,13
21836,1099908,B. L. Liu,,,,A5071087581,B. L. Liu,13
22320,1100398,B. L Liu,,,,A5018538210,B. L Liu,13
23853,1101956,B. L Liu,,,,A5009348485,B. L Liu,13
23944,1102050,B. L Liu,,,,A5054910687,B. L Liu,13
23974,1102080,B. L Liu,,,,A5000534573,B. L Liu,13
25212,1103391,B. L Liu,,,,A5077221022,B. L Liu,13
25277,1103456,B. L. Liu,,,,A5081087412,B. L. Liu,13
26134,1104313,B. L. Liu,,,,A5071588960,B. L. Liu,13
26285,1104465,B. L. Liu,,,,A5074829417,B. L. Liu,13
26755,1104951,B. L Liu,,,,A5065886756,B. L Liu,13
26788,1104984,B. L Liu,,,,A5013947745,B. L Liu,13
26923,1105119,B. L. Liu,,,,A5053741553,B. L. Liu,13
29436,1107643,B. L Liu,,,,A5089049528,B. L Liu,13
29961,1108168,B. L Liu,,,,A5090147893,B. L Liu,13
29989,1108196,B. L Liu,,,,A5044500805,B. L Liu,13
30327,1108535,B. L. Liu,,,,A5027083037,B. L. Liu,13
30769,1108979,B. L Liu,,,,A5079651877,B. L Liu,13
30795,1109005,B. L. Liu,,,,A5024434289,B. L. Liu,13
30939,1109149,B. L Liu,,,,A5004341946,B. L Liu,13
31135,1109374,B. L. Liu,,,,A5074420017,B. L. Liu,13
31342,1109586,B. L. Liu,,,,A5058329723,B. L. Liu,13
31550,1109832,B. L Liu,,,,A5006027418,B. L Liu,13
31617,1109899,B. L Liu,,,,A5020499775,B. L Liu,13
31824,1110108,B. L. Liu,,,,A5015018410,B. L. Liu,13
33575,1111894,B. L. Liu,,,,A5090431106,B. L. Liu,13
34563,1113400,B. L Liu,,,,A5024792702,B. L Liu,13
35211,1114204,B. L. Liu,,,,A5016753874,B. L. Liu,13
12921,1090286,B. Lundberg,,,,A5009042309,B G Lundberg; B. Lundberg; Byron Gene Lundberg; Byron Lundberg,14
45741,1032843,B. Lundberg,0000-0001-9685-6265,,,A5012527443,B. Lundberg; B. G. Lundberg; B.G Lundberg; Bjorn Lundberg; Björn Lundberg; Bjørn Christian Lundberg,14
37907,1021794,B. L. Winer,,,,A5013870815,B. L. Winer; B. Winer; Bl Winer; B.L Winer; Bl L. Winer,15
41407,1025446,B. L. Winer,,,,A5023700647,B. L Winer; B. L. Winer; B. Winer; Bl Winer; Winer Bl,15
43408,1027450,B. L. Winer,0000-0001-9980-4698,,,A5046261938,B. L. Winer; B. Winer; Brian L. Winer; Brian Lee Winer; Brian Winer,15
292,1091415,W Wang,,,,A5008654484,W Wang,16
11267,1088497,W. Wang,,,,A5064216399,W. Wang,16
11436,1088666,W Wang,,,,A5069131793,W Wang,16
11949,1089312,W Wang,,,,A5067033475,W Wang,16
12102,1089467,W. Wang,,,,A5035556062,W. Wang,16
12129,1089494,W. Wang,,,,A5080857136,W. Wang,16
12142,1089507,W. Wang,,,,A5005763813,W. Wang,16
12737,1090102,W. Wang,,,,A5057992024,W. Wang,16
12824,1090189,W Wang,,,,A5064516555,W Wang,16
12862,1090227,W Wang,,,,A5015475484,W Wang,16
13292,1090659,W. Wang,,,,A5023455836,W. Wang,16
13309,1090682,W. Wang,,,,A5088918442,W. Wang,16
15445,1092954,W Wang,,,,A5025847112,W Wang,16
15536,1093052,W. Wang,,,,A5031432222,W. Wang,16
15575,1093091,W. Wang,,,,A5083684701,W. Wang,16
15979,1093757,W. Wang,,,,A5015760173,W. Wang,16
16010,1093788,W. Wang,,,,A5009113240,W. Wang,16
16028,1093806,W. Wang,,,,A5036502061,W. Wang,16
16120,1093898,W. Wang,,,,A5085593962,W. Wang,16
16471,1094307,W. Wang,,,,A5039030516,W. Wang,16
17071,1095070,W. Wang,,,,A5028130413,W. Wang,16
17175,1095174,W. Wang,,,,A5078004648,W. Wang,16
17198,1095197,W. Wang,,,,A5018930010,W. Wang,16
17303,1095302,W. Wang,,,,A5059931659,W. Wang,16
17396,1095395,W. Wang,,,,A5077725047,W. Wang,16
17467,1095471,W. Wang,,,,A5022583505,W. Wang,16
17522,1095526,W. Wang,,,,A5025932801,W. Wang,16
17564,1095568,W. Wang,,,,A5082090211,W. Wang,16
17604,1095608,W. Wang,,,,A5032851454,W. Wang,16
17695,1095699,W. Wang,,,,A5075615079,W. Wang,16
17766,1095770,W. Wang,,,,A5075270032,W. Wang,16
17853,1095857,W. Wang,,,,A5083701993,W. Wang,16
18091,1096098,W. Wang,,,,A5089795537,W. Wang,16
18345,1096353,W. Wang,,,,A5069250134,W. Wang,16
18767,1096778,W. Wang,,,,A5059759493,W. Wang,16
18841,1096852,W. Wang,,,,A5069232475,W. Wang,16
18916,1096927,W. Wang,,,,A5080362329,W. Wang,16
18998,1097009,W. Wang,,,,A5064747611,W. Wang,16
19260,1097275,W. Wang,,,,A5005864847,W. Wang,16
19300,1097315,W. Wang,,,,A5075658559,W. Wang,16
19431,1097446,W. Wang,,,,A5060353118,W. Wang,16
19495,1097510,W. Wang,,,,A5043103274,W. Wang,16
19534,1097568,W. Wang,,,,A5004617947,W. Wang,16
19740,1097774,W. Wang,,,,A5024050783,W. Wang,16
20002,1098036,W. Wang,,,,A5050773406,W. Wang,16
20057,1098091,W. Wang,,,,A5047735638,W. Wang,16
20139,1098178,W. Wang,,,,A5077038491,W. Wang,16
20196,1098235,W. Wang,,,,A5062151080,W. Wang,16
20223,1098262,W. Wang,,,,A5003600498,W. Wang,16
20342,1098381,W. Wang,,,,A5054168092,W. Wang,16
20462,1098502,W. Wang,,,,A5060895772,W. Wang,16
20463,1098503,W. Wang,,,,A5061532672,W. Wang,16
20504,1098544,W. Wang,,,,A5028490825,W. Wang,16
20537,1098577,W. Wang,,,,A5082619848,W. Wang,16
20664,1098704,W. Wang,,,,A5065619387,W. Wang,16
20684,1098724,W. Wang,,,,A5016095581,W. Wang,16
20696,1098736,W. Wang,,,,A5043130118,W. Wang,16
20757,1098807,W. Wang,,,,A5031395556,W. Wang,16
20790,1098840,W. Wang,,,,A5080355134,W. Wang,16
20852,1098902,W. Wang,,,,A5037385575,W. Wang,16
20963,1099016,W. Wang,,,,A5010704249,W. Wang,16
21048,1099101,W. Wang,,,,A5058985706,W. Wang,16
21120,1099175,W. Wang,,,,A5078007644,W. Wang,16
21202,1099257,W. Wang,,,,A5083302833,W. Wang,16
21225,1099280,W. Wang,,,,A5015770118,W. Wang,16
21439,1099511,W. Wang,,,,A5061557554,W. Wang,16
22326,1100404,W. Wang,,,,A5024803400,W. Wang,16
22595,1100685,W. Wang,,,,A5020862820,W. Wang,16
22695,1100785,W. Wang,,,,A5087140259,W. Wang,16
22744,1100834,W. Wang,,,,A5038911376,W. Wang,16
22787,1100879,W. Wang,,,,A5016458217,W. Wang,16
22883,1100975,W. Wang,,,,A5021218299,W. Wang,16
22893,1100985,W. Wang,,,,A5045899522,W. Wang,16
22930,1101022,W. Wang,,,,A5021662572,W. Wang,16
23443,1101544,W. Wang,,,,A5071466628,W. Wang,16
23499,1101600,W. Wang,,,,A5059209607,W. Wang,16
23517,1101620,W. Wang,,,,A5003405670,W. Wang,16
23570,1101673,W. Wang,,,,A5085255157,W. Wang,16
23604,1101707,W. Wang,,,,A5061364752,W. Wang,16
23607,1101710,W. Wang,,,,A5063856145,W. Wang,16
23680,1101783,W. Wang,,,,A5061203361,W. Wang,16
23698,1101801,W. Wang,,,,A5088794476,W. Wang,16
23750,1101853,W. Wang,,,,A5046846768,W. Wang,16
23821,1101924,W. Wang,,,,A5052996595,W. Wang,16
23882,1101985,W. Wang,,,,A5047198950,W. Wang,16
23914,1102020,W. Wang,,,,A5002785150,W. Wang,16
24050,1102156,W. Wang,,,,A5089549846,W. Wang,16
25001,1103149,W. Wang,,,,A5073760852,W. Wang,16
25006,1103154,W. Wang,,,,A5086834722,W. Wang,16
25216,1103395,W. Wang,,,,A5082386405,W. Wang,16
25254,1103433,W. Wang,,,,A5053710647,W. Wang,16
25363,1103542,W. Wang,,,,A5086404893,W. Wang,16
25376,1103555,W. Wang,,,,A5012963951,W. Wang,16
25395,1103574,W. Wang,,,,A5056151381,W. Wang,16
25489,1103668,W. Wang,,,,A5021996466,W. Wang,16
25547,1103726,W. Wang,,,,A5014502019,W. Wang,16
25576,1103755,W. Wang,,,,A5055335546,W. Wang,16
25816,1103995,W. Wang,,,,A5019016494,W. Wang,16
26050,1104229,W. Wang,,,,A5053820866,W. Wang,16
26071,1104250,W. Wang,,,,A5091275003,W. Wang,16
26129,1104308,W. Wang,,,,A5067942999,W. Wang,16
26216,1104395,W. Wang,,,,A5016476109,W. Wang,16
26476,1104661,W. Wang,,,,A5026886297,W. Wang,16
26501,1104686,W. Wang,,,,A5063638300,W. Wang,16
26632,1104823,W. Wang,,,,A5032741074,W. Wang,16
26669,1104860,W. Wang,,,,A5084102264,W. Wang,16
26712,1104908,W. Wang,,,,A5005840122,W. Wang,16
26903,1105099,W. Wang,,,,A5031394949,W. Wang,16
27331,1105527,W. Wang,,,,A5056050562,W. Wang,16
27379,1105575,W. Wang,,,,A5044358287,W. Wang,16
27576,1105772,W. Wang,,,,A5028061342,W. Wang,16
27581,1105777,W. Wang,,,,A5036263193,W. Wang,16
27716,1105912,W. Wang,,,,A5039559522,W. Wang,16
28216,1106412,W. Wang,,,,A5031827158,W. Wang,16
28220,1106416,W. Wang,,,,A5038284891,W. Wang,16
28325,1106521,W. Wang,,,,A5006938584,W. Wang,16
29405,1107612,W. Wang,,,,A5054887395,W. Wang,16
29452,1107659,W. Wang,,,,A5028380572,W. Wang,16
29507,1107714,W. Wang,,,,A5001998041,W. Wang,16
29584,1107791,W. Wang,,,,A5076244441,W. Wang,16
29658,1107865,W. Wang,,,,A5040319508,W. Wang,16
29683,1107890,W. Wang,,,,A5080051135,W. Wang,16
29714,1107921,W. Wang,,,,A5035224371,W. Wang,16
29718,1107925,W. Wang,,,,A5037626185,W. Wang,16
29811,1108018,W. Wang,,,,A5083210989,W. Wang,16
29843,1108050,W. Wang,,,,A5033440670,W. Wang,16
29864,1108071,W. Wang,,,,A5072195317,W. Wang,16
29955,1108162,W. Wang,,,,A5078072408,W. Wang,16
29984,1108191,W. Wang,,,,A5039329517,W. Wang,16
30047,1108255,W. Wang,,,,A5027901093,W. Wang,16
30080,1108288,W. Wang,,,,A5079239283,W. Wang,16
30097,1108305,W. Wang,,,,A5007690390,W. Wang,16
30174,1108382,W. Wang,,,,A5043376453,W. Wang,16
30223,1108431,W. Wang,,,,A5035774070,W. Wang,16
30354,1108562,W. Wang,,,,A5063686579,W. Wang,16
30452,1108662,W. Wang,,,,A5046653067,W. Wang,16
30469,1108679,W. Wang,,,,A5079632004,W. Wang,16
30483,1108693,W. Wang,,,,A5031696860,W. Wang,16
30775,1108985,W. Wang,,,,A5086550995,W. Wang,16
30785,1108995,W. Wang,,,,A5033637109,W. Wang,16
30959,1109169,W. Wang,,,,A5039017169,W. Wang,16
31055,1109269,W. Wang,,,,A5080351572,W. Wang,16
31118,1109357,W. Wang,,,,A5055198848,W. Wang,16
31247,1109486,W. Wang,,,,A5050170856,W. Wang,16
31296,1109540,W. Wang,,,,A5002543607,W. Wang,16
31416,1109667,W. Wang,,,,A5088093176,W. Wang,16
31460,1109711,W. Wang,,,,A5039825857,W. Wang,16
31468,1109719,W. Wang,,,,A5055735490,W. Wang,16
31591,1109873,W. Wang,,,,A5063218504,W. Wang,16
31660,1109942,W. Wang,,,,A5083978716,W. Wang,16
31855,1110139,W. Wang,,,,A5051776410,W. Wang,16
31913,1110197,W. Wang,,,,A5059738335,W. Wang,16
31928,1110212,W. Wang,,,,A5083124398,W. Wang,16
32648,1110962,W. Wang,,,,A5018901486,W. Wang,16
32764,1111083,W. Wang,,,,A5081685787,W. Wang,16
32989,1111308,W. Wang,,,,A5007083067,W. Wang,16
32991,1111310,W. Wang,,,,A5009897056,W. Wang,16
33173,1111492,W. Wang,,,,A5031162426,W. Wang,16
33174,1111493,W. Wang,,,,A5031562753,W. Wang,16
33259,1111578,W. Wang,,,,A5026079473,W. Wang,16
33301,1111620,W. Wang,,,,A5015195951,W. Wang,16
33409,1111728,W. Wang,,,,A5078330952,W. Wang,16
33536,1111855,W. Wang,,,,A5017055269,W. Wang,16
33595,1111914,W. Wang,,,,A5081722951,W. Wang,16
33626,1111945,W. Wang,,,,A5003343450,W. Wang,16
33635,1111954,W. Wang,,,,A5015699667,W. Wang,16
33694,1112013,W. Wang,,,,A5044963795,W. Wang,16
33789,1112110,W. Wang,,,,A5072053678,W. Wang,16
33843,1112164,W. Wang,,,,A5086986455,W. Wang,16
33976,1112346,W. Wang,,,,A5015101407,W. Wang,16
34140,1112514,W. Wang,,,,A5066437256,W. Wang,16
34147,1112521,W. Wang,,,,A5080629565,W. Wang,16
34307,1112681,W. Wang,,,,A5032592021,W. Wang,16
34395,1112770,W. Wang,,,,A5028162362,W. Wang,16
34556,1113393,W. Wang,,,,A5018668319,W. Wang,16
34790,1113627,W. Wang,,,,A5043490989,W. Wang,16
34856,1113693,W. Wang,,,,A5046292783,W. Wang,16
5841,1081985,W. Wagner,0000-0002-9198-5911,,,A5091912090,W. Wagner; Wolfgang Wagner; W R. Wagner; W. R. Wagner; Wolfgang R. Wagner; Wolfgang Rainer Wagner,17
15438,1092947,W. Wagner,,,,A5007844909,W. S. Wagner; W. Wagner; Walter Wagner,17
14966,1092459,W. Willis,,,,A5024095695,W. J. Willis; W. Willis; W.J Willis,18
46340,1033442,W. Willis,,,,A5048116136,W. J. Willis; W. Willis; W J. Willis; William J. Willis; William Jay Willis; William Willis,18
37602,1021489,W. Wu,0000-0002-1958-1920,,,A5001804445,W. Wu; W. M. Wu; Weimin Wu; Wei‐Min Wu; Wu Weimin; wenjie wu,19
40099,1023987,W. Wu,,,,A5028943746,W. Wu; W. Y. Wu; Weihua Wu,19
41295,1025334,W. Wu,,,,A5079966799,W. Wu; W.X. Wu; Wanwei Wu,19
42902,1026941,W. Wu,0000-0001-6292-3925,,,A5074840856,W. Wu; W. J. Wu; Wenjie Wu; Wenliang Wu; Wen‐Jie Wu; Wing Shan Wu,19
42918,1026957,W. Wu,0000-0002-5061-4508,,,A5001110478,W. Wu; W. M. Wu; Weitiao WU; Wenya Wu; Wen‐Ya Wu,19
45303,1030038,W. Wu,0000-0001-9459-9234,,,A5059026555,W. Wu; Wei Wu; Wu Wei; Wu W; Wenjing Wu; W. M. Wu; WU Wenjing; WU Wenyi; WU Wenyu; WU Wen‐bin; Wanqun Wu; Wei Ming Wu; Wenbin Wu; Wenda Wu; Wenyi Wu; Wenyu Wu; Wen‐bin Wu; Wu Wanqun; Wu Wenbin; Wu Wen‐da,19
4701,1080845,D. Eriksson,0000-0001-6090-5125,,http://www.scopus.com/inward/authorDetails.url?authorID=57192930790&partnerID=MN8TOARS,A5048914691,D. Eriksson; D.: Sunden Eriksson; Daniel Eriksson,20
14614,1092107,D. Erikssona,,,,A5006998069,D. Erikssona,20
4989,1081133,D. E. Ferreira de Lima,0000-0002-6606-3595,,,A5060709133,D. E Ferreira De Lima; D. E. Ferreira De Lima; D. Enoque Ferreira De Lima; Danilo E. F. Lima; Danilo E. F. de Lima; Danilo Enoque Ferreira De Lima,21
11609,1088841,D. E. FerreiradeLima,,,,A5064561238,D. E. FerreiradeLima,21
17018,1095017,D. E. Ferreirade Lima,,,,A5045382820,D. E. Ferreirade Lima,21
9284,1086380,D. E. Marley,,,,A5020096977,D. E. Marley; D. Marley; Daniel Edison Marley; Daniel Marley,22
10254,1087350,D. E. Marley,,,,A5052595307,D. E. Marley; D. Marley,22
38514,1022401,D. Evans,,,,A5037343394,D. Evans; David Evans; D. L. Evans; David L. Evans; David Lewis Evans,23
40541,1024429,D. Evans,,,,A5085370890,D. E. Evans; D. Evans; Dafydd Evans,23
42862,1026901,D. Evans,0000-0001-6961-7031,,,A5033744855,D. Evans; D. H. Evans; David H. Evans; David. Evans,23
48134,1035586,D. Evans,0000-0002-8427-322X,,,A5026103048,D. E. Evans; D. Evans; David E. Evans; David Evan Evans; David Evans,23
20424,1098464,Ricardo Barrué,0000-0001-8985-5379,,,A5048628028,Ricardo Barrue; R. F. Coelho Barrue; Ricardo Barrué; Ricardo Filipe Coelho Barrue,24
27149,1105345,Ricardo Barrue,,,,A5055681620,R. Coelho Barrue; Ricardo Barrue,24
41174,1025077,Vladimir Volkov,0000-0001-9721-9700,,,A5011221668,Волков,25
50354,1042544,Vladimir Volkov,0009-0005-3500-5121,,,A5038157388,V.Yu. Volkov; Vladimir N. Volkov; Vladimir Stukopin Vasiliy Volkov; В. Н. Волков,25
2782,1070890,Evgeny Antonov,0000-0002-8269-2834,,http://www.scopus.com/inward/authorDetails.url?authorID=7005754325&partnerID=MN8TOARS,A5058809984,Evgeny Antonov; E. Y. Antonov; E. Yu . Antonov; E. Yu. Antonov; Evgeny Yu Antonov,26
2885,1071013,Evgeny Antonov,,,,A5057475493,Evgeny Antonov,26
3023,1073950,Mario Gomez,,,,A5068063641,Mario Gomez; Mario J. Gómez,27
12448,1089813,Marie Gomez,,,,A5073374461,M. Gomez; M. M. Diaz Gomez; Marie Gomez,27
8225,1085321,Mario Martinez Perez,,,,A5037903406,M. Martinez Perez; Mario Martinez Perez,28
32473,1110757,Mario Martinez-Perez,,,,A5077301567,M. Martinez‐Perez; M. Martínez‐Pérez; Mario Martinez‐Perez,28
12930,1090295,Martin Weber,0000-0002-4128-5431,,,A5012580642,M. Weber; M. A. Weber; M.‐A. Weber; Martin A. Weber; Martin Anton Weber; Martin Weber,29
44549,1029219,Martin Weber,0000-0001-8409-0389,,,A5027961775,M. Weber; Martin Weber; M. S. Weber; M.S Weber; Martin S. Weber,29
29048,1107249,Mars Lyukova,0000-0001-8343-9809,,,A5006267340,M. M. Lyukova; Mars Lyukova,30
34442,1112817,Mars Lyukova,,,,A5004167722,Mars Lyukova; M.M. Lyukova,30
32555,1110839,Maria Jose Costa,,,,A5063776721,Maria Jose Costa; María José Torres Costa,31
32900,1111219,Maria J. Costa,,,,A5083405388,Maria J. Costa; Maria Jose Costa; Maria José Costa; M. J. C. Costa; Maria J. C. Costa; Maria José C Costa; Maria José Carvalho Costa; Maria José Carvalho da Costa,31
32913,1111232,Maria José Costa,,,,A5045202531,Maria J. Costa; Maria Jose Costa; Maria José Costa; Maria Costa; Maria J. Julios Costa,31
47616,1035060,Maria João Costa,0000-0001-6395-6868,,,A5049313276,M. Costa; M. J. Costa; Maria J. Costa; M.J.L Costa; Maria J. L. Costa; Maria Joao Costa; Maria João Costa; Maria João L. Costa; Maria João Leite Costa,31
42851,1026890,Martin Krämer,,,,A5016852868,M. Krämer; M Kramer; M.C.J.C.M Kramer; Martin Krämer,32
47028,1034130,Martin Krammer,,,,A5086595546,M. Krammer; Martin Krammer,32
43732,1027774,Marc Weber,,,,A5078889190,M. Weber; Marc Weber; M.F. Weber; Max Weber,33
46041,1033143,Marc H. Weber,0000-0003-4204-5875,,,A5030483077,M. Weber; M. H. Weber; M.H Weber; Marc H. Weber; Marc Weber,33
10466,1087562,Andrew D. Martin,,,,A5001664912,A. Martin; A. D. Martin; A. David Martin; Andrew D. Martin; Andrew D. Martin.; Andrew David Martin; Andrew Martin,34
50771,1043737,Andrew J. Martin,0000-0001-5504-392X,,http://www.scopus.com/inward/authorDetails.url?authorID=7404932331&partnerID=MN8TOARS,A5017756615,A. Martin; A. J. Martin; Andrew Martin; A J Parry Martin; A. De La Llave Martin; Andrew J. Martin; Andrew James Martin,34
10718,1087948,Andreas Brandt,,,,A5043008339,A. S. Brandt; Andreas Brandt; Anouk Hofkens – Van den Brandt; А Брандтъ,35
46295,1033397,Andrew Brandt,,,,A5045761234,A. D. Brandt; Andrew Brandt,35
40067,1023955,Andrey Belyaev,,,,A5025069785,A. Belyaev; Andrey Belyaev; A. S. Belyaev; A. S. T. Belyaev,36
47977,1035421,Andrey K. Belyaev,0000-0001-8834-1456,,,A5090266697,A. A. Belyaev; A. Belyaev; A. K. Belyaev; Andrey A. Belyaev; Andrey A.K. Belyaev; Andrey Belyaev; Andrey K. Belyaev,36
40316,1024204,Andreas Oehler,0000-0002-2858-3370,,http://www.scopus.com/inward/authorDetails.url?authorID=24468595800&partnerID=MN8TOARS,A5057290548,A. E. H. Oehler; A. E. Oehler; A. Oehler; Andreas E. H. Oehler; Andreas E. Oehler; Andreas Ernst Heinz Oehler; Andreas Oehler,37
50086,1042265,Andreas Weiler,,,,A5058264437,A. Weiler; Alessa Weiler; Andreas Weiler; Austin Weiler,37
42216,1026255,Andrew Ivanov,,,,A5027207326,A. Ivanov; A.A. Ivanov; A. and Ivanov; Andrew Ivanov,38
43694,1027736,Andrew Ivanov,,,,A5074947174,A. M. Иванов,38
45751,1032853,Andrew J. Young,0000-0003-0560-6549,,,A5013171176,A. J. Young; A. Young; A.J Young; Andrew J. Young; Andrew Jing Lin Young; Andrew Young,39
47162,1034268,Andrew Young,0000-0002-2943-3454,,,A5024629053,A. J. Young; A. Young; Andrew J. Young; Andrew Young; A J. Young; Andrew J. YoungA.J. Young; Andrew John Young,39
2910,1071470,T Angelov,,,,A5007032899,T. Angelov; T. I. Angelov; Ts. Angelov; Tz Angelov,40
44307,1028711,T. Anguelov,,,,A5051855800,T. Anguelov,40
3676,1079820,T. Alexopoulos,0000-0002-8977-279X,,,A5010078422,T. Alexopoulos; T. A. Alexopoulos; Theodoros A. Alexopoulos; Theodoros Alexopoulos,41
7180,1083324,T. Alexopoulos,,,,A5077312719,T. Alexopoulos; T.‐H. Alexopoulos; Th. Alexopoulos,41
3764,1079908,T. Adye,0000-0003-0627-5059,,,A5013700119,T. Adye; T. J. Adye; Tim Adye,42
10788,1088018,T. Adye,,,,A5064295196,T. Adye; Timothy J. Adye,42
50905,1043871,T. Adye,,,,A5053157184,T. Adye; TJ Adye,42
4393,1080537,T. A. Dietzsch,,,,A5037991042,T. A. Dietzsch; T. Dietzsch; Thorsten Dietzsch,43
14605,1092098,T. A. Dietzscha,,,,A5003482952,T. A. Dietzscha,43
5639,1081783,T. Andeen,0000-0002-4413-871X,,,A5085290420,T. Andeen; Timothy Andeen; Timothy R. Andeen; Timothy Robert Andeen,44
10682,1087912,T. Andeen,,,,A5025757227,T. Andeen; Tim Andeen,44
6197,1082341,T. A. Beermann,0000-0001-9805-2893,,,A5037653309,T. A. Beermann; T. Beermann; T.A Beermann; Thomas Alfons Beermann; Thomas Beermann,45
9686,1086782,T. A. Beermann,,,,A5030772262,T. A. Beermann,45
9022,1086118,T. Asawatavonvanich,,,,A5042712433,T. Asawatavonvanich; Thanawat Asawatavonvanich,46
32497,1110781,T. Asawatavonvanich,,,,A5082031330,T. Asawatavonvanich,46
10669,1087899,T. A. Martin,,,,A5020313278,T. Martin; T. A. Martin; Travis A. Martin; Travis A. W. Martin; Travis Anthony William Martin; Travis Martin,47
10940,1088170,T. A. Martin,,,,A5043792350,T. Martin; T. A. Martin; T A D Martin,47
44371,1028888,T. A. Martin,0000-0002-1477-1645,,,A5066943728,T. Martin; Tim Martin; T. A. Martin; T. A. D. Martin; T.A Martin,47
16679,1094649,T. Aenia,,,,A5038576124,T. Aenia,48
16729,1094699,T. Áenï,,,,A5027541984,T. Aeni; T. Áeni; T. Áenï; T. Äeni,48
39173,1023060,T. Adams,,,,A5063987582,T. Adams; T.A. Adams; Todd A. Adams; Todd Adams,49
41770,1025809,T. Adams,0000-0001-8049-5143,,,A5027941977,D. Adams; T. Adams; Todd Adams; D L. Adams; D. L. Adams; D.L Adams; D._L. Adams; DAN ADAMS; Dante Q. Adams,49
39226,1023113,T. Aliev,0000-0001-8400-7370,,,A5065710333,T. Aliev; T. M. Aliev; Tahmasib Aliev; T.M Aliev; Takhmasib Aliev; Takhmasib M. Aliev; Takhmasib Mamed Aliev,50
41879,1025918,T. Aliev,,,,A5074569399,T. Aliev; T. M. Aliev; Tahmasib Aliev,50
3362,1079469,A. Duperrin,0000-0002-5789-9825,,,A5047919860,A. Duperrin; A. Duperrina; Arnaud Duperrin,51
7831,1084927,A. Duperrin,,,,A5000065348,A. Duperrin; Arnaud Duperrin; Arnaud Joel Yann Duperrin,51
3609,1079753,A. De Santo,0000-0002-9158-6646,,,A5006525161,A. De Santo; A. Santo; A.D. Santo; Antonella De Santo; Azul Espirito Santo,52
11532,1088764,A. DeSanto,,,,A5014569091,A. DeSanto,52
3693,1079837,A. Di Girolamo,0000-0002-9508-4256,,,A5010760830,Alessandro Di Girolamo; A D Girolamo; A. Di Girolamo; A. Girolamo,53
11526,1088758,A. DiGirolamo,,,,A5011790139,A. DiGirolamo,53
3746,1079890,A. Di Simone,,,,A5012901437,A. Simone; A. Di Simone; Andrea Di Simone; Andrea Simone; Anna Simone; Simone Andrea,54
11599,1088831,A. DiSimone,,,,A5060607586,A. Disimone,54
14751,1092244,A. Di Simonea,,,,A5048840743,A. Di Simonea,54
3776,1079920,A. Dotti,,,,A5013920680,A. Dotti; A.S. Dotti; Andrea Dotti,55
14715,1092208,A. Dottia,,,,A5038028957,A. Dottia,55
4127,1080271,A. Doria,0000-0002-5381-2649,,http://www.scopus.com/inward/authorDetails.url?authorID=37085052200&partnerID=MN8TOARS,A5028011269,A. Doria; A. Doriaa; Alessandra Doria,56
6716,1082860,A. Doria,,,,A5091035112,A. Doria; Alessandra Doria; Aldo Doria,56
4239,1080383,A. Dos Anjos,,,,A5032213157,A. Anjos; A. Dos Anjos; A.D. Anjos; Andre Dos Anjos,57
11494,1088726,A. DosAnjos,,,,A5067364745,A. DosAnjos,57
4548,1080692,A. Do Valle Wemans,,,,A5043802836,A. Do Valle Wemans; A. Wemans; André Do Valle Wemans; A. Valle Do Wemans; André Wemans,58
7672,1084768,A. Do Valle Wemans,,,,A5027588905,A. Do Valle Wemans; A. Wemans; André Do Valle Wemans,58
11482,1088714,A. DoValleWemans,,,,A5036501293,A. DoValleWemans,58
11697,1088929,A. Do Vallewemans,,,,A5068954838,A. Do Vallewemans,58
